OaSIS profile code,Workplace/employer name,Profile name
65100.00,Recreational and sports establishments,Cashiers
65100.00,Restaurants,Cashiers
65100.00,Retail and wholesale establishments,Cashiers
65100.00,Stores,Cashiers
65100.00,Theatres,Cashiers
65101.00,Automotive service stations,Automotive and watercraft service station attendants
65102.00,Department stores,"Store shelf stockers, clerks and order fillers"
65102.00,Grocery stores,"Store shelf stockers, clerks and order fillers"
65102.00,Hardware stores,"Store shelf stockers, clerks and order fillers"
65102.00,Warehouses,"Store shelf stockers, clerks and order fillers"
65109.01,Retail establishments,Demonstrators and direct distributors
65109.01,Self-employment,Demonstrators and direct distributors
65109.01,Wholesale establishments,Demonstrators and direct distributors
65109.02,Retail establishments,Door-to-door salespersons and street vendors
65109.02,Self-employment,Door-to-door salespersons and street vendors
65109.02,Wholesale establishments,Door-to-door salespersons and street vendors
65109.03,Outbound call centres,Telephone solicitors and telemarketers
65109.03,Retail establishments,Telephone solicitors and telemarketers
65109.03,Wholesale establishments,Telephone solicitors and telemarketers
65200.00,Banquet halls,Food and beverage servers
65200.00,Bars,Food and beverage servers
65200.00,Hotels,Food and beverage servers
65200.00,Private clubs,Food and beverage servers
65200.00,Restaurants,Food and beverage servers
65200.00,Taverns,Food and beverage servers
65201.01,Cafeterias,Food counter attendants and food preparers
65201.01,Coffee shops,Food counter attendants and food preparers
65201.01,Fast-food outlets,Food counter attendants and food preparers
65201.01,Hospitals,Food counter attendants and food preparers
65201.01,Hotels,Food counter attendants and food preparers
65201.01,Private clubs,Food counter attendants and food preparers
65201.01,Restaurants,Food counter attendants and food preparers
65201.02,Cafeterias,Kitchen helpers
65201.02,Coffee shops,Kitchen helpers
65201.02,Fast-food outlets,Kitchen helpers
65201.02,Hospitals,Kitchen helpers
65201.02,Hotels,Kitchen helpers
65201.02,Restaurants,Kitchen helpers
65201.03,Cafeterias,Food service helpers
65201.03,Coffee shops,Food service helpers
65201.03,Fast-food outlets,Food service helpers
65201.03,Hospitals,Food service helpers
65201.03,Hotels,Food service helpers
65201.03,Restaurants,Food service helpers
65201.04,Cafeterias,Dishwashers
65201.04,Coffee shops,Dishwashers
65201.04,Fast-food outlets,Dishwashers
65201.04,Hospitals,Dishwashers
65201.04,Hotels,Dishwashers
65201.04,Restaurants,Dishwashers
65202.00,Fish stores,Meat cutters and fishmongers - retail and wholesale
65202.00,Grocery stores,Meat cutters and fishmongers - retail and wholesale
65202.00,Self-employed,Meat cutters and fishmongers - retail and wholesale
65210.01,Hotels,Guest service attendants and baggage porters
65210.02,Cruise lines companies,Ship and train service attendants
65210.02,Water transport companies,Ship and train service attendants
65210.03,Hotels,Facilities workers
65210.03,Manufacturing and processing companies,Facilities workers
65210.03,Retail and wholesale warehouses,Facilities workers
65210.03,"Transportation, storage and moving companies",Facilities workers
65211.01,Amusement parks,Amusement attraction operators
65211.01,Carnivals,Amusement attraction operators
65211.01,Exhibitions,Amusement attraction operators
65211.01,Fairs,Amusement attraction operators
65211.01,Self-employed,Amusement attraction operators
65211.02,Amusement parks,"Attendants in amusement, recreation and sport"
65211.02,Arenas,"Attendants in amusement, recreation and sport"
65211.02,Billiard saloons,"Attendants in amusement, recreation and sport"
65211.02,Bowling alleys,"Attendants in amusement, recreation and sport"
65211.02,Campgrounds,"Attendants in amusement, recreation and sport"
65211.02,Carnivals,"Attendants in amusement, recreation and sport"
65211.02,Exhibitions,"Attendants in amusement, recreation and sport"
65211.02,Fairs,"Attendants in amusement, recreation and sport"
65211.02,Golf courses,"Attendants in amusement, recreation and sport"
65211.02,Recreational and sports facilities,"Attendants in amusement, recreation and sport"
65211.02,Ski centres,"Attendants in amusement, recreation and sport"
65211.02,Tennis clubs,"Attendants in amusement, recreation and sport"
65220.00,Animal clinics,Pet groomers and animal care workers
65220.00,Animal hospitals,Pet groomers and animal care workers
65220.00,Animal shelters,Pet groomers and animal care workers
65220.00,Breeding and boarding kennels,Pet groomers and animal care workers
65220.00,Dog training schools,Pet groomers and animal care workers
65220.00,Laboratories,Pet groomers and animal care workers
65220.00,Pet grooming establishments,Pet groomers and animal care workers
65220.00,Retail pet shops,Pet groomers and animal care workers
65220.00,Self-employed,Pet groomers and animal care workers
65220.00,Zoos,Pet groomers and animal care workers
65229.00,Call centres,Other support occupations in personal services
65229.00,Self-employed,Other support occupations in personal services
65310.01,Building management companies,Light duty cleaners
65310.01,Cleaning service companies,Light duty cleaners
65310.01,Hospitals,Light duty cleaners
65310.01,Hotels,Light duty cleaners
65310.01,Motels,Light duty cleaners
65310.01,Private individuals,Light duty cleaners
65310.01,Recreational facilities,Light duty cleaners
65310.01,Resorts,Light duty cleaners
65310.02,"Non-institutional, residential establishments",Housekeepers
65310.02,Private households,Housekeepers
65311.01,Self-employed,Carpet and upholstery cleaners
65311.01,Specialized cleaning services companies,Carpet and upholstery cleaners
65311.02,Self-employed,Chimney cleaners and sandblasters
65311.02,Specialized cleaning services companies,Chimney cleaners and sandblasters
65311.03,Self-employed,Furnace and ventilation system cleaners
65311.03,Specialized cleaning services companies,Furnace and ventilation system cleaners
65311.04,Self-employed,Vehicle cleaners
65311.04,Specialized cleaning services companies,Vehicle cleaners
65311.05,Self-employed,Window cleaners
65311.05,Specialized cleaning services companies,Window cleaners
65312.00,Apartment building management companies,"Janitors, caretakers and heavy-duty cleaners"
65312.00,Condominium corporations,"Janitors, caretakers and heavy-duty cleaners"
